Ukazatel;Území;Typ indexu;Klasifikace produkce;Kumulace měsíců;value
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – březen 2020;112.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – duben 2020;112.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – květen 2020;113.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – červen 2020;113.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – červenec 2020;112.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – srpen 2020;112.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – září 2020;112.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – říjen 2020;112.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – listopad 2020;112.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – prosinec 2020;111.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden 2021;109.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – únor 2021;110.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – březen 2021;110.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – duben 2021;110.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – květen 2021;110.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – červen 2021;110.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – červenec 2021;110.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – srpen 2021;110.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – září 2021;111.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – říjen 2021;112.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – listopad 2021;114.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – prosinec 2021;115.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden 2022;143.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – únor 2022;143.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – březen 2022;144.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – duben 2022;144.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – květen 2022;146.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – červen 2022;147.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – červenec 2022;147.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – srpen 2022;147.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – září 2022;147.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – říjen 2022;148.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – listopad 2022;149.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – prosinec 2022;149.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden 2023;261.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – únor 2023;261.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – březen 2023;261.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – duben 2023;260.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – květen 2023;259.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – červen 2023;259.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – červenec 2023;258.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – srpen 2023;257.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – září 2023;257.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – říjen 2023;257.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – listopad 2023;256.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – prosinec 2023;256.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden 2024;239.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – únor 2024;242.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – březen 2024;243.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – duben 2024;244.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – květen 2024;245.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – červen 2024;245.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – červenec 2024;245.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – srpen 2024;245.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – září 2024;245.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – říjen 2024;245.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – listopad 2024;245.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – prosinec 2024;245.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden 2025;229.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – únor 2025;227.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – březen 2025;225.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Černé a hnědé uhlí a lignit;leden – duben 2025;224.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden 2015;105.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – únor 2015;100.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – březen 2015;102.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – duben 2015;103.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – květen 2015;103.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – červen 2015;104.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – červenec 2015;104.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – srpen 2015;104.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – září 2015;102.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – říjen 2015;101.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – listopad 2015;101.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – prosinec 2015;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden 2016;79.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – únor 2016;74.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – březen 2016;73.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – duben 2016;72.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – květen 2016;72.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – červen 2016;73.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – červenec 2016;74.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – srpen 2016;74.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – září 2016;74.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – říjen 2016;74.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – listopad 2016;75.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – prosinec 2016;75.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden 2017;88.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – únor 2017;88.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – březen 2017;88.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – duben 2017;86.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – květen 2017;85.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – červen 2017;84.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – červenec 2017;82.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – srpen 2017;81.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – září 2017;80.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – říjen 2017;80.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – listopad 2017;80.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – prosinec 2017;81.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden 2018;86.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – únor 2018;86.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – březen 2018;86.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – duben 2018;87.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – květen 2018;88.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – červen 2018;90.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – červenec 2018;91.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – srpen 2018;91.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – září 2018;92.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – říjen 2018;93.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – listopad 2018;95.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – prosinec 2018;95.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden 2019;93.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – únor 2019;93.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – březen 2019;93.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – duben 2019;94.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – květen 2019;94.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – červen 2019;95.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – červenec 2019;94.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – srpen 2019;93.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – září 2019;93.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – říjen 2019;92.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – listopad 2019;92.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – prosinec 2019;92.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden 2020;93.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – únor 2020;91.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – březen 2020;89.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – duben 2020;83.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – květen 2020;77.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – červen 2020;73.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – červenec 2020;72.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – srpen 2020;71.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – září 2020;70.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – říjen 2020;70.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – listopad 2020;70.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – prosinec 2020;70.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden 2021;75.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – únor 2021;76.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – březen 2021;78.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – duben 2021;81.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – květen 2021;81.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – červen 2021;82.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – červenec 2021;83.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – srpen 2021;85.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – září 2021;86.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – říjen 2021;87.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – listopad 2021;90.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – prosinec 2021;92.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden 2022;130.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – únor 2022;135.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – březen 2022;139.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – duben 2022;145.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – květen 2022;147.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – červen 2022;149.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – červenec 2022;153.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – srpen 2022;156.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – září 2022;157.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – říjen 2022;157.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – listopad 2022;158.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – prosinec 2022;157.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden 2023;239.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – únor 2023;240.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – březen 2023;242.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – duben 2023;239.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – květen 2023;235.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – červen 2023;231.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ropa a zemní plyn;leden – červenec 2023;228.5
