Území,Typ ceny,Očištění,Země,Měsíce,Ukazatel,value
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2013,Bilance (v mil. Kč),13375.0
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2013,Obrat zboží (v mil. Kč),449436.0
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2013,Vývoz (meziroční index),100.309068762381
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2013,Dovoz (meziroční index),95.267849340208
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2013,Obrat zboží (meziroční index),97.7985129027555
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2013,"Vývoz (v mil. Kč, FOB)",235539.0
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2013,"Dovoz (v mil. Kč, CIF)",219742.0
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2013,Bilance (v mil. Kč),15797.0
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2013,Obrat zboží (v mil. Kč),455281.0
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2013,Vývoz (meziroční index),104.885379929465
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2013,Dovoz (meziroční index),100.374562629612
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2013,Obrat zboží (meziroční index),102.658684525017
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2013,"Vývoz (v mil. Kč, FOB)",233258.0
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2013,"Dovoz (v mil. Kč, CIF)",218038.0
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2013,Bilance (v mil. Kč),15220.0
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2013,Obrat zboží (v mil. Kč),451296.0
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2013,Vývoz (meziroční index),93.3424038096
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2013,Dovoz (meziroční index),92.2447529075302
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2013,Obrat zboží (meziroční index),92.8088445782538
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2013,"Vývoz (v mil. Kč, FOB)",215645.0
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2013,"Dovoz (v mil. Kč, CIF)",198955.0
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2013,Bilance (v mil. Kč),16690.0
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2013,Obrat zboží (v mil. Kč),414600.0
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2013,Vývoz (meziroční index),94.1352365985682
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2013,Dovoz (meziroční index),91.7414059437899
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2013,Obrat zboží (meziroční index),92.9711063023467
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2013,"Vývoz (v mil. Kč, FOB)",212330.0
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2013,"Dovoz (v mil. Kč, CIF)",208590.0
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2013,Bilance (v mil. Kč),3739.0
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2013,Obrat zboží (v mil. Kč),420920.0
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2013,Vývoz (meziroční index),95.1188481628484
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2013,Dovoz (meziroční index),95.8977164583266
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2013,Obrat zboží (meziroční index),95.5032343405054
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2012,"Vývoz (v mil. Kč, FOB)",185676.0
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2012,"Dovoz (v mil. Kč, CIF)",192167.0
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2012,Bilance (v mil. Kč),-6492.0
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2012,Obrat zboží (v mil. Kč),377843.0
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2012,Vývoz (meziroční index),92.5441722530964
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2012,Dovoz (meziroční index),91.5879075575382
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2012,Obrat zboží (meziroční index),92.0553438648125
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2012,"Vývoz (v mil. Kč, FOB)",243049.0
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2012,"Dovoz (v mil. Kč, CIF)",234969.0
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2012,Bilance (v mil. Kč),8080.0
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2012,Obrat zboží (v mil. Kč),478018.0
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2012,Vývoz (meziroční index),102.877012681374
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2012,Dovoz (meziroční index),99.1765152794192
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2012,Obrat zboží (meziroční index),101.024151894026
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2012,"Vývoz (v mil. Kč, FOB)",248374.0
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2012,"Dovoz (v mil. Kč, CIF)",248484.0
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2012,Bilance (v mil. Kč),-110.0
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2012,Obrat zboží (v mil. Kč),496858.0
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2012,Vývoz (meziroční index),108.318832615929
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2012,Dovoz (meziroční index),114.774800574604
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2012,Obrat zboží (meziroční index),111.45411802708
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2012,"Vývoz (v mil. Kč, FOB)",228113.0
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2012,"Dovoz (v mil. Kč, CIF)",218316.0
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2012,Bilance (v mil. Kč),9797.0
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2012,Obrat zboží (v mil. Kč),446429.0
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2012,Vývoz (meziroční index),99.4541451398426
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2012,Dovoz (meziroční index),97.6551946251085
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2012,Obrat zboží (meziroční index),98.5662022021403
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2012,"Vývoz (v mil. Kč, FOB)",211421.0
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2012,"Dovoz (v mil. Kč, CIF)",211269.0
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2012,Bilance (v mil. Kč),152.0
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2012,Obrat zboží (v mil. Kč),422690.0
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2012,Vývoz (meziroční index),107.121287354458
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2012,Dovoz (meziroční index),99.7535306032834
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2012,Obrat zboží (meziroční index),103.307532316446
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2012,"Vývoz (v mil. Kč, FOB)",217028.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2012,"Dovoz (v mil. Kč, CIF)",214248.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2012,Bilance (v mil. Kč),2780.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2012,Obrat zboží (v mil. Kč),431276.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2012,Vývoz (meziroční index),110.772654423699
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2012,Dovoz (meziroční index),107.28546462426
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2012,Obrat zboží (meziroční index),109.012413395649
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2012,"Vývoz (v mil. Kč, FOB)",234720.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2012,"Dovoz (v mil. Kč, CIF)",223450.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2012,Bilance (v mil. Kč),11270.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2012,Obrat zboží (v mil. Kč),458170.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2012,Vývoz (meziroční index),106.391079684525
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2012,Dovoz (meziroční index),103.623218649861
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2012,Obrat zboží (meziroční index),105.022956651698
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2012,"Vývoz (v mil. Kč, FOB)",230693.0
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2012,"Dovoz (v mil. Kč, CIF)",228860.0
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2012,Bilance (v mil. Kč),1833.0
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2012,Obrat zboží (v mil. Kč),459553.0
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2012,Vývoz (meziroční index),104.099581242554
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2012,Dovoz (meziroční index),103.49474522005
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2012,Obrat zboží (meziroční index),103.797488367891
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2012,"Vývoz (v mil. Kč, FOB)",224568.0
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2012,"Dovoz (v mil. Kč, CIF)",218922.0
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2012,Bilance (v mil. Kč),5646.0
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2012,Obrat zboží (v mil. Kč),443490.0
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2012,Vývoz (meziroční index),108.842403210484
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2012,Dovoz (meziroční index),107.192800344706
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2012,Obrat zboží (meziroční index),108.021804577207
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2012,"Vývoz (v mil. Kč, FOB)",249895.0
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2012,"Dovoz (v mil. Kč, CIF)",236369.0
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2012,Bilance (v mil. Kč),13526.0
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2012,Obrat zboží (v mil. Kč),486264.0
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2012,Vývoz (meziroční index),107.078277115042
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2012,Dovoz (meziroční index),105.525643772992
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2012,Obrat zboží (meziroční index),106.317888439943
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2012,"Vývoz (v mil. Kč, FOB)",229080.0
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2012,"Dovoz (v mil. Kč, CIF)",216865.0
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2012,Bilance (v mil. Kč),12215.0
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2012,Obrat zboží (v mil. Kč),445945.0
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2012,Vývoz (meziroční index),115.307370551017
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2012,Dovoz (meziroční index),109.466962798445
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2012,Obrat zboží (meziroční index),112.39128078855
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2012,"Vývoz (v mil. Kč, FOB)",223226.0
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2012,"Dovoz (v mil. Kč, CIF)",217513.0
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2012,Bilance (v mil. Kč),5713.0
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2012,Obrat zboží (v mil. Kč),440739.0
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2012,Vývoz (meziroční index),110.77938512692
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2012,Dovoz (meziroční index),110.0891289054
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2012,Obrat zboží (meziroční index),110.437652223592
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2011,"Vývoz (v mil. Kč, FOB)",200635.0
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2011,"Dovoz (v mil. Kč, CIF)",209817.0
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2011,Bilance (v mil. Kč),-9182.0
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2011,Obrat zboží (v mil. Kč),410452.0
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2011,Vývoz (meziroční index),105.90169645402
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2011,Dovoz (meziroční index),106.137573096457
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2011,Obrat zboží (meziroční index),106.022141975213
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2011,"Vývoz (v mil. Kč, FOB)",236252.0
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2011,"Dovoz (v mil. Kč, CIF)",236920.0
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2011,Bilance (v mil. Kč),-668.0
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2011,Obrat zboží (v mil. Kč),473172.0
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2011,Vývoz (meziroční index),106.275725255397
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2011,Dovoz (meziroční index),104.292858149035
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2011,Obrat zboží (meziroční index),105.273556129566
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2011,"Vývoz (v mil. Kč, FOB)",229299.0
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2011,"Dovoz (v mil. Kč, CIF)",216497.0
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2011,Bilance (v mil. Kč),12802.0
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2011,Obrat zboží (v mil. Kč),445796.0
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2011,Vývoz (meziroční index),107.311034879748
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2011,Dovoz (meziroční index),99.5727281925805
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2011,Obrat zboží (meziroční index),103.408234227087
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2011,"Vývoz (v mil. Kč, FOB)",229365.0
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2011,"Dovoz (v mil. Kč, CIF)",223558.0
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2011,Bilance (v mil. Kč),5807.0
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2011,Obrat zboží (v mil. Kč),452923.0
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2011,Vývoz (meziroční index),106.835934770761
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2011,Dovoz (meziroční index),101.830190398105
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2011,Obrat zboží (meziroční index),104.305101685977
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2011,"Vývoz (v mil. Kč, FOB)",197366.0
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2011,"Dovoz (v mil. Kč, CIF)",211791.0
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2011,Bilance (v mil. Kč),-14425.0
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2011,Obrat zboží (v mil. Kč),409157.0
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2011,Vývoz (meziroční index),106.878438677815
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2011,Dovoz (meziroční index),110.097938305106
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2011,Obrat zboží (meziroční index),108.521072593693
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2011,"Vývoz (v mil. Kč, FOB)",195922.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2011,"Dovoz (v mil. Kč, CIF)",199699.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2011,Bilance (v mil. Kč),-3777.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2011,Obrat zboží (v mil. Kč),395621.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2011,Vývoz (meziroční index),107.217047730581
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2011,Dovoz (meziroční index),103.113559733359
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2011,Obrat zboží (meziroční index),105.105697882323
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2011,"Vývoz (v mil. Kč, FOB)",220620.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2011,"Dovoz (v mil. Kč, CIF)",215637.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2011,Bilance (v mil. Kč),4983.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2011,Obrat zboží (v mil. Kč),436257.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2011,Vývoz (meziroční index),106.663185681548
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2011,Dovoz (meziroční index),103.721999624818
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2011,Obrat zboží (meziroční index),105.188830511867
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2011,"Vývoz (v mil. Kč, FOB)",221608.0
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2011,"Dovoz (v mil. Kč, CIF)",221132.0
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2011,Bilance (v mil. Kč),476.0
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2011,Obrat zboží (v mil. Kč),442740.0
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2011,Vývoz (meziroční index),114.042815973652
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2011,Dovoz (meziroční index),115.394690838121
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2011,Obrat zboží (meziroční index),114.714044010768
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2011,"Vývoz (v mil. Kč, FOB)",206324.0
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2011,"Dovoz (v mil. Kč, CIF)",204232.0
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2011,Bilance (v mil. Kč),2092.0
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2011,Obrat zboží (v mil. Kč),410556.0
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2011,Vývoz (meziroční index),109.301463187227
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2011,Dovoz (meziroční index),109.951116566531
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2011,Obrat zboží (meziroční index),109.623672279274
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2011,"Vývoz (v mil. Kč, FOB)",233376.0
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2011,"Dovoz (v mil. Kč, CIF)",223992.0
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2011,Bilance (v mil. Kč),9384.0
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2011,Obrat zboží (v mil. Kč),457368.0
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2011,Vývoz (meziroční index),115.392716754432
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2011,Dovoz (meziroční index),113.351112550542
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2011,Obrat zboží (meziroční index),114.383750068775
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2011,"Vývoz (v mil. Kč, FOB)",198669.0
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2011,"Dovoz (v mil. Kč, CIF)",198110.0
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2011,Bilance (v mil. Kč),559.0
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2011,Obrat zboží (v mil. Kč),396779.0
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2011,Vývoz (meziroční index),115.173773152845
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2011,Dovoz (meziroční index),117.684448140668
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2011,Obrat zboží (meziroční index),116.413807267446
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2011,"Vývoz (v mil. Kč, FOB)",201505.0
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2011,"Dovoz (v mil. Kč, CIF)",197579.0
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2011,Bilance (v mil. Kč),3926.0
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2011,Obrat zboží (v mil. Kč),399084.0
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2011,Vývoz (meziroční index),123.882624893949
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2011,Dovoz (meziroční index),126.37776640655
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2011,Obrat zboží (meziroční index),125.105486554775
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2010,"Vývoz (v mil. Kč, FOB)",189454.0
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2010,"Dovoz (v mil. Kč, CIF)",197684.0
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2010,Bilance (v mil. Kč),-8230.0
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2010,Obrat zboží (v mil. Kč),387138.0
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2010,Vývoz (meziroční index),117.032882178884
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2010,Dovoz (meziroční index),118.48859372565
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2010,Obrat zboží (meziroční index),117.771713834613
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2010,"Vývoz (v mil. Kč, FOB)",222301.0
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2010,"Dovoz (v mil. Kč, CIF)",227168.0
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2010,Bilance (v mil. Kč),-4867.0
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2010,Obrat zboží (v mil. Kč),449469.0
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2010,Vývoz (meziroční index),117.100986635903
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2010,Dovoz (meziroční index),121.579688194084
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2010,Obrat zboží (meziroční index),119.322562147583
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2010,"Vývoz (v mil. Kč, FOB)",213677.0
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2010,"Dovoz (v mil. Kč, CIF)",217426.0
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2010,Bilance (v mil. Kč),-3749.0
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2010,Obrat zboží (v mil. Kč),431103.0
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2010,Vývoz (meziroční index),112.608562755597
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2010,Dovoz (meziroční index),117.821165173757
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2010,Obrat zboží (meziroční index),115.178564272184
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2010,"Vývoz (v mil. Kč, FOB)",214689.0
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2010,"Dovoz (v mil. Kč, CIF)",219540.0
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2010,Bilance (v mil. Kč),-4851.0
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2010,Obrat zboží (v mil. Kč),434229.0
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2010,Vývoz (meziroční index),117.978491314646
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2010,Dovoz (meziroční index),123.584942834787
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2010,Obrat zboží (meziroční index),120.747964495462
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2010,"Vývoz (v mil. Kč, FOB)",184664.0
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2010,"Dovoz (v mil. Kč, CIF)",192366.0
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2010,Bilance (v mil. Kč),-7702.0
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2010,Obrat zboží (v mil. Kč),377030.0
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2010,Vývoz (meziroční index),120.050447920323
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2010,Dovoz (meziroční index),125.830569673659
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2010,Obrat zboží (meziroční index),122.931603950453
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2010,"Vývoz (v mil. Kč, FOB)",182734.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2010,"Dovoz (v mil. Kč, CIF)",193669.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2010,Bilance (v mil. Kč),-10935.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2010,Obrat zboží (v mil. Kč),376403.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2010,Vývoz (meziroční index),113.314978110156
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2010,Dovoz (meziroční index),120.873147136839
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2010,Obrat zboží (meziroční index),117.081872672923
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2010,"Vývoz (v mil. Kč, FOB)",206838.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2010,"Dovoz (v mil. Kč, CIF)",207899.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2010,Bilance (v mil. Kč),-1061.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2010,Obrat zboží (v mil. Kč),414737.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2010,Vývoz (meziroční index),118.497172746074
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2010,Dovoz (meziroční index),125.774524335279
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2010,Obrat zboží (meziroční index),122.036746055566
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2010,"Vývoz (v mil. Kč, FOB)",194320.0
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2010,"Dovoz (v mil. Kč, CIF)",191631.0
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2010,Bilance (v mil. Kč),2689.0
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2010,Obrat zboží (v mil. Kč),385951.0
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2010,Vývoz (meziroční index),122.725578986592
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2010,Dovoz (meziroční index),122.968082239248
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2010,Obrat zboží (meziroční index),122.845866157396
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2010,"Vývoz (v mil. Kč, FOB)",188766.0
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2010,"Dovoz (v mil. Kč, CIF)",185748.0
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2010,Bilance (v mil. Kč),3018.0
