Ukazatel;Roky;ORP;Druh zařízení sociálních služeb;value
Počet zařízení sociálních služeb;2023;Bruntál (Moravskoslezský kraj);Domovy se zvláštním režimem;0.0
Počet zařízení sociálních služeb;2023;Bruntál (Moravskoslezský kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Břeclav (Jihomoravský kraj);Sociální poradny;0.0
Počet zařízení sociálních služeb;2023;Břeclav (Jihomoravský kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Břeclav (Jihomoravský kraj);Nízkoprahová denní centra;1.0
Počet zařízení sociálních služeb;2023;Břeclav (Jihomoravský kraj);Nízkoprahová zařízení pro děti a mládež;0.0
Počet zařízení sociálních služeb;2023;Břeclav (Jihomoravský kraj);Sociálně terapeutické dílny;0.0
Počet zařízení sociálních služeb;2023;Břeclav (Jihomoravský kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Břeclav (Jihomoravský kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Břeclav (Jihomoravský kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Břeclav (Jihomoravský kraj);Centra sociálně rehabilitačních služeb;0.0
Počet zařízení sociálních služeb;2023;Břeclav (Jihomoravský kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Břeclav (Jihomoravský kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Břeclav (Jihomoravský kraj);Stacionáře denní;2.0
Počet zařízení sociálních služeb;2023;Břeclav (Jihomoravský kraj);Domovy pro osoby se zdravotním postižením;0.0
Počet zařízení sociálních služeb;2023;Břeclav (Jihomoravský kraj);Domovy pro seniory;3.0
Počet zařízení sociálních služeb;2023;Břeclav (Jihomoravský kraj);Azylové domy;1.0
Počet zařízení sociálních služeb;2023;Břeclav (Jihomoravský kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Břeclav (Jihomoravský kraj);Chráněné bydlení;1.0
Počet zařízení sociálních služeb;2023;Břeclav (Jihomoravský kraj);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Břeclav (Jihomoravský kraj);Domovy se zvláštním režimem;2.0
Počet zařízení sociálních služeb;2023;Břeclav (Jihomoravský kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Bučovice (Jihomoravský kraj);Sociální poradny;0.0
Počet zařízení sociálních služeb;2023;Bučovice (Jihomoravský kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Bučovice (Jihomoravský kraj);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Bučovice (Jihomoravský kraj);Nízkoprahová zařízení pro děti a mládež;0.0
Počet zařízení sociálních služeb;2023;Bučovice (Jihomoravský kraj);Sociálně terapeutické dílny;0.0
Počet zařízení sociálních služeb;2023;Bučovice (Jihomoravský kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Bučovice (Jihomoravský kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Bučovice (Jihomoravský kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Bučovice (Jihomoravský kraj);Centra sociálně rehabilitačních služeb;0.0
Počet zařízení sociálních služeb;2023;Bučovice (Jihomoravský kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Bučovice (Jihomoravský kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Bučovice (Jihomoravský kraj);Stacionáře denní;0.0
Počet zařízení sociálních služeb;2023;Bučovice (Jihomoravský kraj);Domovy pro osoby se zdravotním postižením;0.0
Počet zařízení sociálních služeb;2023;Bučovice (Jihomoravský kraj);Domovy pro seniory;0.0
Počet zařízení sociálních služeb;2023;Bučovice (Jihomoravský kraj);Azylové domy;0.0
Počet zařízení sociálních služeb;2023;Bučovice (Jihomoravský kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Bučovice (Jihomoravský kraj);Chráněné bydlení;0.0
Počet zařízení sociálních služeb;2023;Bučovice (Jihomoravský kraj);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Bučovice (Jihomoravský kraj);Domovy se zvláštním režimem;0.0
Počet zařízení sociálních služeb;2023;Bučovice (Jihomoravský kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Bystřice nad Pernštejnem (Kraj Vysočina);Sociální poradny;0.0
Počet zařízení sociálních služeb;2023;Bystřice nad Pernštejnem (Kraj Vysočina);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Bystřice nad Pernštejnem (Kraj Vysočina);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Bystřice nad Pernštejnem (Kraj Vysočina);Nízkoprahová zařízení pro děti a mládež;1.0
Počet zařízení sociálních služeb;2023;Bystřice nad Pernštejnem (Kraj Vysočina);Sociálně terapeutické dílny;0.0
Počet zařízení sociálních služeb;2023;Bystřice nad Pernštejnem (Kraj Vysočina);Terapeutické komunity;1.0
Počet zařízení sociálních služeb;2023;Bystřice nad Pernštejnem (Kraj Vysočina);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Bystřice nad Pernštejnem (Kraj Vysočina);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Bystřice nad Pernštejnem (Kraj Vysočina);Centra sociálně rehabilitačních služeb;0.0
Počet zařízení sociálních služeb;2023;Bystřice nad Pernštejnem (Kraj Vysočina);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Bystřice nad Pernštejnem (Kraj Vysočina);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Bystřice nad Pernštejnem (Kraj Vysočina);Stacionáře denní;1.0
Počet zařízení sociálních služeb;2023;Bystřice nad Pernštejnem (Kraj Vysočina);Domovy pro osoby se zdravotním postižením;0.0
Počet zařízení sociálních služeb;2023;Bystřice nad Pernštejnem (Kraj Vysočina);Domovy pro seniory;1.0
Počet zařízení sociálních služeb;2023;Bystřice nad Pernštejnem (Kraj Vysočina);Azylové domy;0.0
Počet zařízení sociálních služeb;2023;Bystřice nad Pernštejnem (Kraj Vysočina);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Bystřice nad Pernštejnem (Kraj Vysočina);Chráněné bydlení;0.0
Počet zařízení sociálních služeb;2023;Bystřice nad Pernštejnem (Kraj Vysočina);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Bystřice nad Pernštejnem (Kraj Vysočina);Domovy se zvláštním režimem;1.0
Počet zařízení sociálních služeb;2023;Bystřice nad Pernštejnem (Kraj Vysočina);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Bystřice pod Hostýnem (Zlínský kraj);Sociální poradny;0.0
Počet zařízení sociálních služeb;2023;Bystřice pod Hostýnem (Zlínský kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Bystřice pod Hostýnem (Zlínský kraj);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Bystřice pod Hostýnem (Zlínský kraj);Nízkoprahová zařízení pro děti a mládež;1.0
Počet zařízení sociálních služeb;2023;Bystřice pod Hostýnem (Zlínský kraj);Sociálně terapeutické dílny;0.0
Počet zařízení sociálních služeb;2023;Bystřice pod Hostýnem (Zlínský kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Bystřice pod Hostýnem (Zlínský kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Bystřice pod Hostýnem (Zlínský kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Bystřice pod Hostýnem (Zlínský kraj);Centra sociálně rehabilitačních služeb;0.0
Počet zařízení sociálních služeb;2023;Bystřice pod Hostýnem (Zlínský kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Bystřice pod Hostýnem (Zlínský kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Bystřice pod Hostýnem (Zlínský kraj);Stacionáře denní;1.0
Počet zařízení sociálních služeb;2023;Bystřice pod Hostýnem (Zlínský kraj);Domovy pro osoby se zdravotním postižením;1.0
Počet zařízení sociálních služeb;2023;Bystřice pod Hostýnem (Zlínský kraj);Domovy pro seniory;1.0
Počet zařízení sociálních služeb;2023;Bystřice pod Hostýnem (Zlínský kraj);Azylové domy;0.0
Počet zařízení sociálních služeb;2023;Bystřice pod Hostýnem (Zlínský kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Bystřice pod Hostýnem (Zlínský kraj);Chráněné bydlení;1.0
Počet zařízení sociálních služeb;2023;Bystřice pod Hostýnem (Zlínský kraj);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Bystřice pod Hostýnem (Zlínský kraj);Domovy se zvláštním režimem;1.0
Počet zařízení sociálních služeb;2023;Bystřice pod Hostýnem (Zlínský kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Čáslav (Středočeský kraj);Sociální poradny;2.0
Počet zařízení sociálních služeb;2023;Čáslav (Středočeský kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Čáslav (Středočeský kraj);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Čáslav (Středočeský kraj);Nízkoprahová zařízení pro děti a mládež;0.0
Počet zařízení sociálních služeb;2023;Čáslav (Středočeský kraj);Sociálně terapeutické dílny;1.0
Počet zařízení sociálních služeb;2023;Čáslav (Středočeský kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Čáslav (Středočeský kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Čáslav (Středočeský kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Čáslav (Středočeský kraj);Centra sociálně rehabilitačních služeb;0.0
Počet zařízení sociálních služeb;2023;Čáslav (Středočeský kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Čáslav (Středočeský kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Čáslav (Středočeský kraj);Stacionáře denní;3.0
Počet zařízení sociálních služeb;2023;Čáslav (Středočeský kraj);Domovy pro osoby se zdravotním postižením;1.0
Počet zařízení sociálních služeb;2023;Čáslav (Středočeský kraj);Domovy pro seniory;2.0
Počet zařízení sociálních služeb;2023;Čáslav (Středočeský kraj);Azylové domy;0.0
Počet zařízení sociálních služeb;2023;Čáslav (Středočeský kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Čáslav (Středočeský kraj);Chráněné bydlení;0.0
Počet zařízení sociálních služeb;2023;Čáslav (Středočeský kraj);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Čáslav (Středočeský kraj);Domovy se zvláštním režimem;2.0
Počet zařízení sociálních služeb;2023;Čáslav (Středočeský kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Černošice (Středočeský kraj);Sociální poradny;4.0
Počet zařízení sociálních služeb;2023;Černošice (Středočeský kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Černošice (Středočeský kraj);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Černošice (Středočeský kraj);Nízkoprahová zařízení pro děti a mládež;2.0
Počet zařízení sociálních služeb;2023;Černošice (Středočeský kraj);Sociálně terapeutické dílny;1.0
Počet zařízení sociálních služeb;2023;Černošice (Středočeský kraj);Terapeutické komunity;1.0
Počet zařízení sociálních služeb;2023;Černošice (Středočeský kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Černošice (Středočeský kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Černošice (Středočeský kraj);Centra sociálně rehabilitačních služeb;3.0
Počet zařízení sociálních služeb;2023;Černošice (Středočeský kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Černošice (Středočeský kraj);Služby následné péče;1.0
Počet zařízení sociálních služeb;2023;Černošice (Středočeský kraj);Stacionáře denní;2.0
Počet zařízení sociálních služeb;2023;Černošice (Středočeský kraj);Domovy pro osoby se zdravotním postižením;2.0
Počet zařízení sociálních služeb;2023;Černošice (Středočeský kraj);Domovy pro seniory;8.0
Počet zařízení sociálních služeb;2023;Černošice (Středočeský kraj);Azylové domy;0.0
Počet zařízení sociálních služeb;2023;Černošice (Středočeský kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Černošice (Středočeský kraj);Chráněné bydlení;2.0
Počet zařízení sociálních služeb;2023;Černošice (Středočeský kraj);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Černošice (Středočeský kraj);Domovy se zvláštním režimem;5.0
Počet zařízení sociálních služeb;2023;Černošice (Středočeský kraj);Stacionáře týdenní;2.0
Počet zařízení sociálních služeb;2023;Česká Lípa (Liberecký kraj);Sociální poradny;3.0
Počet zařízení sociálních služeb;2023;Česká Lípa (Liberecký kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Česká Lípa (Liberecký kraj);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Česká Lípa (Liberecký kraj);Nízkoprahová zařízení pro děti a mládež;3.0
Počet zařízení sociálních služeb;2023;Česká Lípa (Liberecký kraj);Sociálně terapeutické dílny;0.0
Počet zařízení sociálních služeb;2023;Česká Lípa (Liberecký kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Česká Lípa (Liberecký kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Česká Lípa (Liberecký kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Česká Lípa (Liberecký kraj);Centra sociálně rehabilitačních služeb;2.0
Počet zařízení sociálních služeb;2023;Česká Lípa (Liberecký kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Česká Lípa (Liberecký kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Česká Lípa (Liberecký kraj);Stacionáře denní;2.0
Počet zařízení sociálních služeb;2023;Česká Lípa (Liberecký kraj);Domovy pro osoby se zdravotním postižením;2.0
Počet zařízení sociálních služeb;2023;Česká Lípa (Liberecký kraj);Domovy pro seniory;5.0
Počet zařízení sociálních služeb;2023;Česká Lípa (Liberecký kraj);Azylové domy;3.0
Počet zařízení sociálních služeb;2023;Česká Lípa (Liberecký kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Česká Lípa (Liberecký kraj);Chráněné bydlení;0.0
Počet zařízení sociálních služeb;2023;Česká Lípa (Liberecký kraj);Noclehárny;0.0
