Území,Měsíce,Typ ceny,Očištění,Země,Ukazatel,value
Česko,prosinec 2024,Běžné ceny,Bez očištění,Moldavská republika,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Moldavská republika,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Moldavská republika,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mongolsko,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mongolsko,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mongolsko,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mongolsko,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mongolsko,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mongolsko,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mongolsko,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Montserrat,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Montserrat,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Montserrat,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Montserrat,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Montserrat,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Montserrat,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Montserrat,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mosambik,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mosambik,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mosambik,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mosambik,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mosambik,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mosambik,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mosambik,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Myanmar,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Myanmar,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Myanmar,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Myanmar,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Myanmar,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Myanmar,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Myanmar,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Namibie,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Namibie,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Namibie,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Namibie,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Namibie,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Namibie,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Namibie,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nauru,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nauru,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nauru,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nauru,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nauru,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nauru,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nauru,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Německo,"Vývoz (v mil. Kč, FOB)",88397.844015
Česko,prosinec 2024,Běžné ceny,Bez očištění,Německo,"Dovoz (v mil. Kč, CIF)",74007.364851
Česko,prosinec 2024,Běžné ceny,Bez očištění,Německo,Bilance (v mil. Kč),14390.479164
Česko,prosinec 2024,Běžné ceny,Bez očištění,Německo,Obrat zboží (v mil. Kč),162405.208866
Česko,prosinec 2024,Běžné ceny,Bez očištění,Německo,Vývoz (meziroční index),104.0606955366
Česko,prosinec 2024,Běžné ceny,Bez očištění,Německo,Dovoz (meziroční index),108.4501752669
Česko,prosinec 2024,Běžné ceny,Bez očištění,Německo,Obrat zboží (meziroční index),106.0160678802
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nepál,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nepál,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nepál,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nepál,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nepál,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nepál,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nepál,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Niger,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Niger,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Niger,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Niger,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Niger,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Niger,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Niger,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nigérie,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nigérie,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nigérie,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nigérie,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nigérie,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nigérie,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nigérie,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nikaragua,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nikaragua,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nikaragua,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nikaragua,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nikaragua,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nikaragua,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nikaragua,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Niue,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Niue,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Niue,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Niue,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Niue,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Niue,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Niue,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nizozemsko,"Vývoz (v mil. Kč, FOB)",12310.614345
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nizozemsko,"Dovoz (v mil. Kč, CIF)",7674.597271
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nizozemsko,Bilance (v mil. Kč),4636.017074
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nizozemsko,Obrat zboží (v mil. Kč),19985.211616
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nizozemsko,Vývoz (meziroční index),107.3743076407
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nizozemsko,Dovoz (meziroční index),98.5478211293
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nizozemsko,Obrat zboží (meziroční index),103.8040307677
Česko,prosinec 2024,Běžné ceny,Bez očištění,Norfolk,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Norfolk,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Norfolk,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Norfolk,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Norfolk,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Norfolk,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Norfolk,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Norsko,"Vývoz (v mil. Kč, FOB)",1171.557113
Česko,prosinec 2024,Běžné ceny,Bez očištění,Norsko,"Dovoz (v mil. Kč, CIF)",2238.279442
Česko,prosinec 2024,Běžné ceny,Bez očištění,Norsko,Bilance (v mil. Kč),-1066.722329
Česko,prosinec 2024,Běžné ceny,Bez očištění,Norsko,Obrat zboží (v mil. Kč),3409.836555
Česko,prosinec 2024,Běžné ceny,Bez očištění,Norsko,Vývoz (meziroční index),90.2859625022
Česko,prosinec 2024,Běžné ceny,Bez očištění,Norsko,Dovoz (meziroční index),38.0774729471
Česko,prosinec 2024,Běžné ceny,Bez očištění,Norsko,Obrat zboží (meziroční index),47.5183448336
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nová Kaledonie,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nová Kaledonie,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nová Kaledonie,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nová Kaledonie,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nová Kaledonie,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nová Kaledonie,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nová Kaledonie,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nový Zéland,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nový Zéland,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nový Zéland,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nový Zéland,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nový Zéland,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nový Zéland,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Nový Zéland,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Okupované palestinské území,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Okupované palestinské území,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Okupované palestinské území,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Okupované palestinské území,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Okupované palestinské území,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Okupované palestinské území,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Okupované palestinské území,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Omán,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Omán,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Omán,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Omán,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Omán,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Omán,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Omán,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Ostrovy Turks a Caicos,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Ostrovy Turks a Caicos,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Ostrovy Turks a Caicos,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Ostrovy Turks a Caicos,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Ostrovy Turks a Caicos,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Ostrovy Turks a Caicos,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Ostrovy Turks a Caicos,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Pákistán,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Pákistán,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Pákistán,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Pákistán,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Pákistán,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Pákistán,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Pákistán,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Palau,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Palau,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Palau,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Palau,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Palau,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Palau,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Palau,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Panama,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Panama,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Panama,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Panama,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Panama,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Panama,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Panama,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Papua-Nová Guinea,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Papua-Nová Guinea,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Papua-Nová Guinea,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Papua-Nová Guinea,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Papua-Nová Guinea,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Papua-Nová Guinea,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Papua-Nová Guinea,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Paraguay,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Paraguay,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Paraguay,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Paraguay,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Paraguay,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Paraguay,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Paraguay,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Peru,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Peru,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Peru,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Peru,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Peru,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Peru,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Peru,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Pitcairn,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Pitcairn,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Pitcairn,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Pitcairn,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Pitcairn,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Pitcairn,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Pitcairn,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Pobřeží slonoviny,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Pobřeží slonoviny,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Pobřeží slonoviny,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Pobřeží slonoviny,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Pobřeží slonoviny,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Pobřeží slonoviny,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Pobřeží slonoviny,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Polsko,"Vývoz (v mil. Kč, FOB)",26853.501261
Česko,prosinec 2024,Běžné ceny,Bez očištění,Polsko,"Dovoz (v mil. Kč, CIF)",28249.915076
Česko,prosinec 2024,Běžné ceny,Bez očištění,Polsko,Bilance (v mil. Kč),-1396.413815
Česko,prosinec 2024,Běžné ceny,Bez očištění,Polsko,Obrat zboží (v mil. Kč),55103.416337
Česko,prosinec 2024,Běžné ceny,Bez očištění,Polsko,Vývoz (meziroční index),109.6015281387
Česko,prosinec 2024,Běžné ceny,Bez očištění,Polsko,Dovoz (meziroční index),108.1073794495
Česko,prosinec 2024,Běžné ceny,Bez očištění,Polsko,Obrat zboží (meziroční index),108.8303986357
Česko,prosinec 2024,Běžné ceny,Bez očištění,Portugalsko,"Vývoz (v mil. Kč, FOB)",1453.92707
Česko,prosinec 2024,Běžné ceny,Bez očištění,Portugalsko,"Dovoz (v mil. Kč, CIF)",1076.748375
Česko,prosinec 2024,Běžné ceny,Bez očištění,Portugalsko,Bilance (v mil. Kč),377.178695
Česko,prosinec 2024,Běžné ceny,Bez očištění,Portugalsko,Obrat zboží (v mil. Kč),2530.675445
Česko,prosinec 2024,Běžné ceny,Bez očištění,Portugalsko,Vývoz (meziroční index),155.4027459736
Česko,prosinec 2024,Běžné ceny,Bez očištění,Portugalsko,Dovoz (meziroční index),112.1223605293
Česko,prosinec 2024,Běžné ceny,Bez očištění,Portugalsko,Obrat zboží (meziroční index),133.4800907204
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rakousko,"Vývoz (v mil. Kč, FOB)",12015.389235
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rakousko,"Dovoz (v mil. Kč, CIF)",9309.299254
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rakousko,Bilance (v mil. Kč),2706.089981
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rakousko,Obrat zboží (v mil. Kč),21324.688489
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rakousko,Vývoz (meziroční index),115.6548703478
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rakousko,Dovoz (meziroční index),117.8942851724
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rakousko,Obrat zboží (meziroční index),116.6219368511
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rezervy a zásoby,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rezervy a zásoby,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rezervy a zásoby,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rezervy a zásoby,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rezervy a zásoby,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rezervy a zásoby,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rezervy a zásoby,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu uvnitř Unie,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu uvnitř Unie,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu uvnitř Unie,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu uvnitř Unie,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu uvnitř Unie,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu uvnitř Unie,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu uvnitř Unie,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rovníková Guinea,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rovníková Guinea,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rovníková Guinea,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rovníková Guinea,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rovníková Guinea,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rovníková Guinea,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rovníková Guinea,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rumunsko,"Vývoz (v mil. Kč, FOB)",4949.485824
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rumunsko,"Dovoz (v mil. Kč, CIF)",4123.372952
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rumunsko,Bilance (v mil. Kč),826.112872
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rumunsko,Obrat zboží (v mil. Kč),9072.858776
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rumunsko,Vývoz (meziroční index),105.7246345575
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rumunsko,Dovoz (meziroční index),111.6065342767
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rumunsko,Obrat zboží (meziroční index),108.3190609089
Česko,prosinec 2024,Běžné ceny,Bez očištění,Ruská federace,"Vývoz (v mil. Kč, FOB)",1027.054833
Česko,prosinec 2024,Běžné ceny,Bez očištění,Ruská federace,"Dovoz (v mil. Kč, CIF)",8084.167013
Česko,prosinec 2024,Běžné ceny,Bez očištění,Ruská federace,Bilance (v mil. Kč),-7057.11218
Česko,prosinec 2024,Běžné ceny,Bez očištění,Ruská federace,Obrat zboží (v mil. Kč),9111.221846
Česko,prosinec 2024,Běžné ceny,Bez očištění,Ruská federace,Vývoz (meziroční index),80.8806723549
Česko,prosinec 2024,Běžné ceny,Bez očištění,Ruská federace,Dovoz (meziroční index),96.3984310741
Česko,prosinec 2024,Běžné ceny,Bez očištění,Ruská federace,Obrat zboží (meziroční index),94.3577330235
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rwanda,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rwanda,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rwanda,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rwanda,Obrat zboží (v mil. Kč),
