ČR a kraje;Ukazatel;Pohlaví;Klasifikace zaměstnání (CZISCO);Čtvrtletí;value
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 2024;648.70851972
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 2024;653.52676872
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 2024;662.6516514
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 2024;662.4075665
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 2023;655.896799036
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 2023;662.634670692
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 2023;653.537201219
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 2023;650.31447545
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 2022;685.48669204
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 2022;688.97603162
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 2022;686.566682
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 2022;692.0200854
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 2021;700.1127222
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 2021;696.499795
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 2021;692.2329727
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 2021;683.3775161
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 2020;708.5178565
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 2020;704.9186423
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 2020;693.2970205
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 2020;707.4552239
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 2019;730.9846509
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 2019;722.7484975
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 2019;722.1985216
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 2019;737.6771083
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 2018;739.1760437
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 2018;729.698959
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 2018;719.0348192
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 2018;720.0037323
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 2017;714.81936
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 2017;725.5619882
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 2017;714.0796077
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 2017;708.5212209
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 2016;713.8137909
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 2016;694.4478912
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 2016;697.1047379
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 2016;700.85982265
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 2015;696.87668917
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 2015;689.9755512
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 2015;689.04175543
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 2015;661.03751218
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 2014;667.0247313
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 2014;662.52780795
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 2014;644.14359582
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 2014;634.93105454
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 2013;639.80361544
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 2013;637.50685402
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 2013;643.02236465
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 2013;646.36812127
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 2012;654.05372321
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 2012;659.17475735
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 2012;678.40676636
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 2012;673.24373886
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 2011;681.42406912
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 2011;682.29828031
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 2011;672.5720298671
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 2011;670.598584472
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 2010;668.5324166136
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 2010;664.563629241
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 2010;671.4830916112
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 2010;671.6995632508
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;4. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;3. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;2. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Obsluha strojů a zařízení, montéři;1. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 2024;263.4812865
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 2024;272.54868554
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 2024;274.5176884
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 2024;274.1656751
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 2023;267.832714974
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 2023;273.807269015
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 2023;272.213127865
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 2023;268.64920207
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 2022;287.52484202
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 2022;295.67118369
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 2022;289.2586793
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 2022;280.8494628
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 2021;293.3411373
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 2021;302.1381315
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 2021;292.9302959
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 2021;286.9538718
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 2020;306.6883296
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 2020;319.0721108
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 2020;315.9693602
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 2020;325.0146104
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 2019;335.8123728
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 2019;334.8650776
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 2019;319.734456
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 2019;303.0557726
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 2018;302.3907407
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 2018;292.3192344
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 2018;284.6128322
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 2018;269.0542061
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 2017;270.1448535
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 2017;278.4679659
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 2017;280.567415
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 2017;277.7358482
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 2016;285.6498806
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 2016;286.8689485
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 2016;286.6243535
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 2016;278.12233953
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 2015;275.64266839
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 2015;291.12839707
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 2015;282.5087672
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 2015;272.86476257
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 2014;269.1771946
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 2014;272.66246545
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 2014;269.34099408
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 2014;269.33352022
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 2013;283.26755089
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 2013;285.90714373
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 2013;277.18341407
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 2013;253.00198297
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 2012;256.99936359
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 2012;271.5902322
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 2012;261.7185558
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 2012;253.32515819
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 2011;263.1684467
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 2011;275.43257113
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 2011;267.6014875952
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 2011;253.8924877282
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 2010;308.6097870225
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 2010;312.1613209692
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 2010;306.6451641281
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 2010;299.3765752195
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 2000;
